member_vote_target_rank,roll_call_source_rank,source_review_rank,review_rank,bill_id,public_law_number,policy_area,vote_year,roll_call_number,official_vote_source_url,source_fetch_status,official_congress,official_chamber,official_legis_num,official_vote_result,official_action_date,member_vote_source_position,voter_bioguide_id,voter_name,voter_party,voter_state,voter_vote,same_bill_campaign_target_bioguide_ids,same_bill_campaign_target_candidate_names,same_bill_campaign_target_scope_status,same_bill_campaign_target_match_status,broad_campaign_member_context_status,broad_campaign_candidate_ids,broad_campaign_candidate_names,broad_campaign_transaction_rows,member_vote_target_scope_status,evidence_layers,missing_links,source_urls,source_url,claim_boundary
11,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,11,B001291,Babin,R,TX,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
12,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,12,B001298,Bacon,R,NE,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
13,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,13,B001307,Baird,R,IN,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
14,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,14,B001306,Balderson,R,OH,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
15,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,15,B001299,Banks,R,IN,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
16,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,16,B001282,Barr,R,KY,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
17,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,17,B001300,Barragan,D,CA,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
18,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,18,B001270,Bass,D,CA,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
19,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,19,B001281,Beatty,D,OH,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
20,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,20,B000668,Bentz,R,OR,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
21,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,21,B001287,Bera,D,CA,Not Voting,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
22,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,22,B001301,Bergman,R,MI,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
23,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,23,B001292,Beyer,D,VA,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
24,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,24,B000740,Bice (OK),R,OK,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
25,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,25,B001302,Biggs,R,AZ,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
26,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,26,B001257,Bilirakis,R,FL,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
27,1,1,1,117-hr-6386,117-295,Government Operations and Politics,2022,167,https://clerk.house.gov/evs/2022/roll167.xml,official_house_clerk_roll_call_xml_fetched,117,U.S. House of Representatives,H R 6386,Passed,11-May-2022,27,B000490,Bishop (GA),D,GA,Yea,C001098,"CRUZ, RAFAEL EDWARD TED",same_bill_campaign_target_scope_present,no_same_bill_campaign_target_bioguide_overlap,no_public_fec_candidate_member_context_overlap,,,0,reviewed_same_bill_campaign_target_scope_no_member_vote_overlap,bill_finance_lobbying_roll_call_source_review; official_house_clerk_member_vote_source; bill_finance_lobbying_member_vote_target_scope_review; bill_finance_lobbying_campaign_finance_target_scope_review,lobbying_contact_or_target_source; external_campaign_target_source_document; reviewed_outside_spending_target_beyond_candidate_id; direct_member_vote_target_document; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://clerk.house.gov/evs/2022/roll167.xml; https://www.congress.gov/bill/117th-congress/hr-bill/6386,https://clerk.house.gov/evs/2022/roll167.xml,"Bill finance/lobbying member-vote target-scope review only; rows join official House Clerk member-vote metadata to reviewed public FEC/OpenFEC candidate/member target-scope context by Bioguide where available. The artifact provides vote/member target-scope context only, not lobbying contact confirmation, campaign spending for or against the bill, direct member target documents, roll-call influence, legislative-outcome causality, capture, public benefit, welfare, or model validation."
