manual_packet_review_rank,packet_rank,packet_fingerprint,bill_id,public_law_number,policy_area,client_name,registrant_name,activity_issue,packet_review_status,direction_signal_summary,rows_represented,source_row_fingerprints,queue_review_ranks,position_or_activity_text_signals,support_text_signals,opposition_text_signals,manual_review_source,manual_activity_disposition_status,manual_activity_disposition,manual_activity_disposition_basis,manual_target_status,manual_target_type,manual_target_text,manual_target_basis,manual_outcome_link_status,manual_reviewer_note,bill_reference_context_samples,evidence_layers,missing_links,source_urls,claim_boundary
55,76,c92d0d4ed75d4dc1,117-s-3373,117-168,Armed Forces and National Security,UNIVERSITY OF CENTRAL FLORIDA,"WHITMER & WORRALL, LLC",Veterans,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,560d7af3f5a76a01,122,issues_related_to; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"Issues related to the implementation of S. 3373, the Honoring our PACT Act of 2022.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3373; https://lda.gov/api/v1/filings/9785264d-95a4-4931-ba8d-10fad0d5392b/; https://lda.gov/filings/public/filing/9785264d-95a4-4931-ba8d-10fad0d5392b/print/; https://www.congress.gov/bill/117th-congress/s-bill/3373,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
56,77,e9aa1c8d5d7216d4,117-s-3373,117-168,Armed Forces and National Security,VETERANS EVALUATION SERVICES,CAPITOL VENTURE LLC,Veterans,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,e053fc160cb5a35a,123,all_provisions; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_all_provisions_without_direction,current_bill_all_provisions_without_direction,activity_text_lists_current_bill_all_provisions_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet lists all provisions of the current bill without a stated direction.,"S. 3373 Honoring our PACT Act of 2022, all provisions related to ensuring access to medical services for veterans.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3373; https://lda.gov/api/v1/filings/f3f09596-ca17-4c30-9544-241a5a70ba55/; https://lda.gov/filings/public/filing/f3f09596-ca17-4c30-9544-241a5a70ba55/print/; https://www.congress.gov/bill/117th-congress/s-bill/3373,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
57,79,dc96273bb10e64b4,117-s-3580,117-146,Transportation and Public Works,BEST BUY CO. INC.,"KOUNTOUPES DENHAM CARR & REID, LLC",Trade (domestic/foreign),medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,0caa8e172804611e,126,issues_related_to; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"Issues related to global supply chain. Issues related to H.R. 4996/S. 3580, Ocean Shipping Reform Act. Issues related to S. 1260, the United States Innovation Competition Act of 2021 and H.R. 4521, America COMPETES Act of 2022.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/853f5326-de60-4ad5-a64a-bab7bab10dfc/; https://lda.gov/filings/public/filing/853f5326-de60-4ad5-a64a-bab7bab10dfc/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
58,80,e19dac87babe7890,117-s-3580,117-146,Transportation and Public Works,COTTON WAREHOUSE ASSOCIATION OF AMERICA,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,7d0a017ccdd9f3f4,127,regarding; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/06d509b8-6a83-4d8d-95cf-bab40ba0b615/; https://lda.gov/filings/public/filing/06d509b8-6a83-4d8d-95cf-bab40ba0b615/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
59,81,3ecc9b567d85f3a7,117-s-3580,117-146,Transportation and Public Works,INTERNATIONAL ASSOCIATION OF REFRIGERATED WAREHOUSES,INTERNATIONAL ASSOCIATION OF REFRIGERATED WAREHOUSES,Transportation,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,9d4a1ff782b4a838,128,all_provisions,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_all_provisions_without_direction,current_bill_all_provisions_without_direction,activity_text_lists_current_bill_all_provisions_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet lists all provisions of the current bill without a stated direction.,"H.R. 4996, Ocean Shipping Reform Act: all provisions S. 3580, Ocean Shipping Reform Act: all provisions",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/f0b7803a-7fa7-4b03-86c6-07cc68f02e4d/; https://lda.gov/filings/public/filing/f0b7803a-7fa7-4b03-86c6-07cc68f02e4d/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
60,82,d98a60a4f1e72060,117-s-3580,117-146,Transportation and Public Works,MATSON NAVIGATION,"K&L GATES, LLP",Marine/Maritime/Boating/Fisheries,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,96eb80007757026e,129,issues_related_to; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,...nse Authorization Act for Fiscal Year 2022/Unnumbered National Defense Authorization Act for FY 2023: Issues related to military sealift and the maritime security fleet. S. 3580 - Ocean Shipping Reform Act of 2022 - entire bill.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/b6d9978a-b7f0-4e39-9ec7-e9fb8487b210/; https://lda.gov/filings/public/filing/b6d9978a-b7f0-4e39-9ec7-e9fb8487b210/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
61,83,6447434c905e028e,117-s-3580,117-146,Transportation and Public Works,MINNESOTA CORN GROWERS,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,f680c0c52dcb0c68,130,regarding; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/cc5991d9-45ba-49e4-ba5c-965ab0ace283/; https://lda.gov/filings/public/filing/cc5991d9-45ba-49e4-ba5c-965ab0ace283/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
62,84,b61d51d7c3018e16,117-s-3580,117-146,Transportation and Public Works,NATIONAL SORGHUM PRODUCERS,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,ba38dfcdce47ce9a,131,regarding; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/2a06e8cd-19c1-4891-ae7e-fd5c94b9d4b7/; https://lda.gov/filings/public/filing/2a06e8cd-19c1-4891-ae7e-fd5c94b9d4b7/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
63,85,d01c27ff92780a1b,117-s-3580,117-146,Transportation and Public Works,"NORTH AMERICAN SUBARU, INC.","NORTH AMERICAN SUBARU, INC.",Automotive Industry,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,ff50884c99997dd4,132,issues_related_to; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"...y chains, including semiconductors, and addressing supply chain disruptions in S. 1260, the U.S. Innovation and Competition Act, H.R. 4521, the America Competes Act, and S. 3580, the Ocean Shipping Reform Act. Issues related to catalytic converter theft in H.R. 6394, the Preventing Auto Recycling Theft Act. Issues related to electric vehicle cha...",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/8237775c-8389-44a7-947a-f11997fcfd17/; https://lda.gov/filings/public/filing/8237775c-8389-44a7-947a-f11997fcfd17/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
64,88,3a2fd5ffd24e66cb,117-s-3580,117-146,Transportation and Public Works,SOUTHWEST COUNCIL OF AGRIBUSINESS,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,a843e4744746d53e,135,regarding; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/2ba0a4b7-ca75-4b41-897f-b00592d6e2ea/; https://lda.gov/filings/public/filing/2ba0a4b7-ca75-4b41-897f-b00592d6e2ea/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
65,89,8303f53d7bfc623a,117-s-3580,117-146,Transportation and Public Works,SYENSQO USA LLC,SYENSQO USA LLC,Transportation,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,344f85617afa372a,136,related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"...451, Composite Standards Act of 2021, including provisions related to removing barriers to incorporating more composite materials into U.S. infrastructure. H.R. 4996 and S. 3580, Ocean Shipping Reform Act of 2021, including provisions related to establishing uniform rules for common carriers and marine terminal operators related to demurrage and...",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/; https://lda.gov/filings/public/filing/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
66,90,24bb7d1ebfdcc7a4,117-s-3580,117-146,Transportation and Public Works,SYENSQO USA LLC,SYENSQO USA LLC,Marine/Maritime/Boating/Fisheries,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,bd916503d1e89a2d,137,related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"...October 13, 2021, including provisions related to increasing the operational hours of the port and removing impediments to moving goods through the ports. H.R. 4996 and S. 3580, Ocean Shipping Reform Act of 2021, including provisions related to establishing uniform rules for common carriers and marine terminal operators related to demurrage and...",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/; https://lda.gov/filings/public/filing/a0b702bc-0e26-4a1a-b31f-cf095c2d959b/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
67,91,19cb6af3d4b9010b,117-s-3580,117-146,Transportation and Public Works,USA RICE FEDERATION,"COMBEST, SELL & ASSOCIATES, LLC",Transportation,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,b236c9b3c704f450,138,regarding; related_to,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,"S 3580, HR 4996, Ocean Shipping Reform Act, regarding provisions related to agriculture.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/3580; https://lda.gov/api/v1/filings/80490b91-805b-48a3-a7c1-9025be8f688d/; https://lda.gov/filings/public/filing/80490b91-805b-48a3-a7c1-9025be8f688d/print/; https://www.congress.gov/bill/117th-congress/s-bill/3580,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
68,92,94132da5b28246a5,117-s-4458,117-174,Armed Forces and National Security,UNIVERSITY OF VIRGINIA,UNIVERSITY OF VIRGINIA,Education,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,1,553e2d5c0c238b01,139,regarding,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,Student Veterans (H.R. 8198 and S. 4458) - Legislation regarding fixes to the 85/15 rule affecting student veterans on GI Bill.,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/4458; https://lda.gov/api/v1/filings/603e73a7-8d0b-40f2-99f9-3549698e4e20/; https://lda.gov/filings/public/filing/603e73a7-8d0b-40f2-99f9-3549698e4e20/print/; https://www.congress.gov/bill/117th-congress/s-bill/4458,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
69,93,098e42974b954d11,117-s-4458,117-174,Armed Forces and National Security,ASSOCIATION OF AMERICAN UNIVERSITIES,ASSOCIATION OF AMERICAN UNIVERSITIES,Education,medium_position_activity_packet_needs_direction_review,position_or_activity_text_signal_needs_direction_review,2,dcfdd5bdfc608091; edb687c761aac88d,140; 141,regarding,none_detected,none_detected,official_lda_activity_text,reviewed_current_bill_issue_or_provision_activity_without_direction,current_bill_issue_or_provision_activity_without_direction,activity_text_uses_issues_related_to_or_regarding_language_for_current_bill_context_without_support_or_opposition,reviewed_no_specific_member_or_committee_target_in_activity_text,none_detected,,activity_text_packet_does_not_name_specific_member_or_committee_target,no_outcome_influence_evidence,Packet confirms current-bill issue or provision activity text without a stated direction.,...Higher Education Endowment Tax Reform Act H.R. 6843 - Building Civic Bridges Act S. 839 - College Transparency Act S. 2081 - The Pell Grant Preservation & Expansion Act S. 4458 - Ensuring the Best Schools for Veterans Act S. 4897 - Student Loan Reform Act -- regarding policy issues affecting higher education institutions and their students || ...vement Act of 2022 (passed House as Student Veteran Emergency Relief Act of 2022) S. 839 - College Transparency Act S. 2081 - The Pell Grant Preservation & Expansion Act S. 4458 - Ensuring the Best Schools for Veterans Act S. 4772 - COLLEGE Act S. 4897 - Student Loan Reform Act -- regarding policy issues affecting higher education institutions a...,official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; medium_disposition_review_packet; manual_medium_position_activity_packet_review,lobbying_contact_confirmation; sponsor_or_member_target_beyond_activity_text_reference; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://api.congress.gov/v3/bill/117/s/4458; https://lda.gov/api/v1/filings/896b3834-c232-4604-b157-6ead605ca104/; https://lda.gov/api/v1/filings/abf924f7-68d0-4d3c-a577-0eb6bbcbf1c0/; https://lda.gov/filings/public/filing/896b3834-c232-4604-b157-6ead605ca104/print/; https://lda.gov/filings/public/filing/abf924f7-68d0-4d3c-a577-0eb6bbcbf1c0/print/; https://www.congress.gov/bill/117th-congress/s-bill/4458,Manual medium-priority LDA position/activity packet source review only; packet-level activity-text dispositions do not show lobbying contact or sponsor/member targeting beyond text references or committee-action influence or roll-call influence or legislative-outcome causality or public benefit or welfare or causal capture or model validation.
