effective_text_review_rank,review_rank,target_review_packet_rank,text_diff_rank,bill_id,public_law_number,enacted_date,target_reference,target_reference_type,normalized_title,normalized_section,codified_lineage_relationship,target_section_diff_review_status,source_reviewed_target_section_diff,pre_edition,post_edition,pre_olrc_url,post_olrc_url,current_olrc_url,current_olrc_scan_status,current_olrc_http_status,current_official_text_sha256,current_official_text_bytes,current_section_heading,current_public_law_reference_hits,current_public_law_reference_status,post_public_law_context_count,pre_normalized_text_sha256,post_normalized_text_sha256,current_effective_text_review_status,law_revision_effective_text_reviewed,effective_text_source_basis,effective_text_review_summary,public_law_causal_attribution,source_review_notes,evidence_layers,missing_links,claim_boundary
56,57,60,60,117-s-4458,117-174,2022-08-26,38 USC 101 note,direct_us_code_reference,38,101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section101,official_olrc_current_section_page_fetched,200,ec98915ce832ded4ec360bb556f95af2985e0d062b55638587b3f4e1e823b6fa,523176,§101. Definitions For the purposes of this title-,1,current_page_mentions_public_law,1,d1a50ec444e2ff7786ac1f76ed83b62c1c6fc0691d805c023289a4daec8ddf60,c461038f546f0c6e1923ece7540de92d84118ac06c8757f016e56776700876d9,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
57,58,61,61,117-s-4458,117-174,2022-08-26,38 USC 3680A note,direct_us_code_reference,38,3680A,amended_existing_target_section_with_effective_date_note,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title38-section3680A,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title38-section3680A,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title38-section3680A,official_olrc_current_section_page_fetched,200,aa51e9a85d67e9109a930589412796f263771c87159262e0aeb0fe4e5884d23a,189674,§3680A. Disapproval of enrollment in certain courses,3,current_page_mentions_public_law,3,0e4f4afe3f0ada690f1ee0e098747ce9ef0d176bcc891446a70827e8b6038730,c86671cf690890a266f78bfb7a525c1ad7841bf4a5f1deaa112c68473eed19f6,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
58,59,62,62,117-s-3580,117-146,2022-06-16,46 USC 40504,direct_us_code_reference,46,40504,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40504,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40504,official_olrc_current_section_page_fetched,200,61a43d0724d6af3e373ba302d85924525e648dba55585a3e94dba49896f308b6,146263,§40504. Shipping exchange registry,3,current_page_mentions_public_law,3,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,0ad6c3881a98dcaf728a942b50c711c5e7c107f181e084b1db700082d64252ef,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
59,60,63,63,117-s-3580,117-146,2022-06-16,46 USC 41110,direct_us_code_reference,46,41110,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41110,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41110,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41110,official_olrc_current_section_page_fetched,200,d27a0948e5317e8fac774cae1466e364f4fffc53aa76b5b0ccf7c2dc4b2dea81,143583,§41110. Data collection The Federal Maritime Commission shall publish on its website a calendar quarterly report that describes the total import and export tonnage and the total lo,2,current_page_mentions_public_law,2,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,e0d26990b901716258ccf02ae17e7c1ab6e4c4382c6414b701d7637e495068ff,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
60,61,64,64,117-s-3580,117-146,2022-06-16,46 USC 101 note,direct_us_code_reference,46,101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section101,official_olrc_current_section_page_fetched,200,c004b4b2a7ee5833e35f18552e92b61816777a75b2c648c36bd95c3b3e837a82,170960,"§101. Agency In this title, the term ""agency"" means a department, agency, or instrumentality of the United States Government.",1,current_page_mentions_public_law,1,3bf702bad6176902ec77beafc23ae4ce48632299c12a47763d72e7969f860d31,c80dde321b7151070a24fc7465a3387109d816a53393c3e3f643d82b3db67c2e,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
61,62,65,65,117-s-3580,117-146,2022-06-16,46 USC 40101,title_code_section_phrase,46,40101,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40101,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40101,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40101,official_olrc_current_section_page_fetched,200,1932c288c6321e430b984004473fa05fa812a6a91a5e372ae91c6b276bf69a17,148801,§40101. Purposes The purposes of this part are to-,4,current_page_mentions_public_law,3,c6d7618d3c9d8c6f3e3821cabce9316175c08d70cc8a54102b5e1df248f88f2a,46bc2e0a6be77118ed7c06ac0495664770eb8b1aa1c055d6518ec5c07a292387,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
62,63,66,66,117-s-3580,117-146,2022-06-16,46 USC 40502(c),title_code_section_phrase,46,40502,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40502,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40502,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40502,official_olrc_current_section_page_fetched,200,3bcc3b2c7d1e9f5bc35e6b4f877fc4ea876ac7736370b9f743ddafddca31eb31,153509,§40502. Service contracts,2,current_page_mentions_public_law,2,4044b7d3b0fb4dcf248887c303e3602b35aebc24e99f99ef18a90b2f8a3d2889,45ee274adc7bc08fdc07db0902e54bddd929069971d83aa34b34f782ff1634e2,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
63,64,67,67,117-s-3580,117-146,2022-06-16,46 USC 40504 note,direct_us_code_reference,46,40504,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section40504,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section40504,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section40504,official_olrc_current_section_page_fetched,200,c5174ce9c300577b02bbc86af8df24c8e0f2a5ed41ca27af275649834b21487b,146283,§40504. Shipping exchange registry,3,current_page_mentions_public_law,3,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,0ad6c3881a98dcaf728a942b50c711c5e7c107f181e084b1db700082d64252ef,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
64,65,68,68,117-s-3580,117-146,2022-06-16,46 USC 41102,title_code_section_phrase,46,41102,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41102,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41102,official_olrc_current_section_page_fetched,200,d7f1da2ab66cd7a5c5864b571bd2ae6b1b274d53ce908a7be92dedb8f17da271,149886,§41102. General prohibitions,3,current_page_mentions_public_law,3,217d5b7e2be7477c779f0b5b41f41b0310bba3d68c2573c31eb8359137e96e06,2d96438dc00ff0c859fa8cf7ae49fe845509a07283494d4cac159fca56438624,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
65,66,69,69,117-s-3580,117-146,2022-06-16,46 USC 41102 note,direct_us_code_reference,46,41102,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41102,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41102,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41102,official_olrc_current_section_page_fetched,200,b2537701c79ae8afe2fb23ac4c8c6bd6603f76c1e4e443957030a5af77c47613,149906,§41102. General prohibitions,3,current_page_mentions_public_law,3,217d5b7e2be7477c779f0b5b41f41b0310bba3d68c2573c31eb8359137e96e06,2d96438dc00ff0c859fa8cf7ae49fe845509a07283494d4cac159fca56438624,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
66,68,71,71,117-s-3580,117-146,2022-06-16,46 USC 41104,title_code_section_phrase,46,41104,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41104,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41104,official_olrc_current_section_page_fetched,200,49652e292c9a033ec30cfa4b098c59541bf869b9ad205b9f8657dd00b2ba95f1,163843,§41104. Common carriers,8,current_page_mentions_public_law,3,5b97243161040ed05542788cde9d3b4da1f15a42e6868e0ad998ea129992b4ba,73340968096c0f6c43f7886d275a68050a65b3f164f054e7b2d0fdccbacc35e4,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
67,69,72,72,117-s-3580,117-146,2022-06-16,46 USC 41104 note,direct_us_code_reference,46,41104,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41104,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41104,official_olrc_current_section_page_fetched,200,97e1a22bbddeffe3539706336adaf70aaf5694bd0f52d604da6b699a301afdd3,163803,§41104. Common carriers,8,current_page_mentions_public_law,3,5b97243161040ed05542788cde9d3b4da1f15a42e6868e0ad998ea129992b4ba,73340968096c0f6c43f7886d275a68050a65b3f164f054e7b2d0fdccbacc35e4,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
68,70,73,73,117-s-3580,117-146,2022-06-16,46 USC 41104(a)(3),title_code_section_phrase,46,41104,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41104,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41104,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41104,official_olrc_current_section_page_fetched,200,db000a8eb73659965c87ca1208ebce8c496b32753593e954f7b9a05b99ef177b,163743,§41104. Common carriers,8,current_page_mentions_public_law,3,5b97243161040ed05542788cde9d3b4da1f15a42e6868e0ad998ea129992b4ba,73340968096c0f6c43f7886d275a68050a65b3f164f054e7b2d0fdccbacc35e4,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
69,71,74,74,117-s-3580,117-146,2022-06-16,46 USC 41110 note,direct_us_code_reference,46,41110,added_target_section,reviewed_added_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section41110,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section41110,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section41110,official_olrc_current_section_page_fetched,200,b6b97e703ac920c507cd200c87bb20fe2008fb30339283967fc8ffb6c95ac90f,143643,§41110. Data collection The Federal Maritime Commission shall publish on its website a calendar quarterly report that describes the total import and export tonnage and the total lo,2,current_page_mentions_public_law,2,7d641292e606ea628de81f96717988db7562a0f46dcea58db5884c59b05272b1,e0d26990b901716258ccf02ae17e7c1ab6e4c4382c6414b701d7637e495068ff,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
70,72,75,75,117-s-3580,117-146,2022-06-16,46 USC 46106,title_code_section_phrase,46,46106,amended_existing_target_section,reviewed_pre_post_target_section_diff,1,2021,2022,https://uscode.house.gov/view.xhtml?edition=2021&num=0&req=granuleid%3AUSC-2021-title46-section46106,https://uscode.house.gov/view.xhtml?edition=2022&num=0&req=granuleid%3AUSC-2022-title46-section46106,https://uscode.house.gov/view.xhtml?edition=prelim&num=0&req=granuleid%3AUSC-prelim-title46-section46106,official_olrc_current_section_page_fetched,200,da8e75073800fac051b8e43569ae5c10144ded02e5c41ea4266acfcb1184b46f,154455,§46106. Annual report and public disclosure,4,current_page_mentions_public_law,3,db78e3eb447f0b34ecd0d7d974501408026ebac529d2f772b2f7cdf907a63969,4305a3fbd39acffedb618bd3b3b84fa9fd909f064d3b4c3a35d6f01675d88196,reviewed_current_effective_text_source_with_public_law_note,1,official_olrc_current_us_code_page; official_olrc_current_public_law_note_scan; source_reviewed_target_section_diff,Official OLRC current U.S. Code page was fetched and its current text mentions the queued public law; public-law causation remains separately unreviewed.,not_reviewed_for_exclusive_public_law_causation,"Effective-text review is limited to official OLRC current source availability, current text hash/byte metadata, and current public-law note presence. It does not assign exclusive public-law causation.",statutory_lineage_source_reviewed_target_section_diff; official_olrc_annual_us_code_text_diff; official_olrc_current_us_code_page; statutory_lineage_effective_text_source_review,complete_codified_usc_lineage_review; public_law_causal_attribution; implementation_outcomes; direct_target_section_court_review; welfare_or_public_benefit; model_validation,"Law-revision effective-text source review only. Rows confirm official OLRC current U.S. Code source availability and current public-law note presence for source-reviewed target-section diff rows. This artifact does not establish exclusive public-law causal attribution, complete codified lineage, implementation outcomes, direct target-section court review, welfare evidence, causal effects, or model validation."
