review_rank,source_row_fingerprint,review_priority,manual_review_needed,manual_review_reason,bill_id,public_law_number,policy_area,sponsor_bioguide_id,committee_reported,floor_considered,enacted,filing_uuid,filing_year,filing_period,client_name,registrant_name,activity_issue,matched_bill_refs,text_review_status,preliminary_text_disposition,support_text_signal,opposition_text_signal,position_or_activity_text_signal,government_entity_scope,possible_member_or_committee_reference,target_review_status,bill_reference_context,recommended_next_review,evidence_layers,missing_links,source_urls,claim_boundary
11,173208da55392675,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,5b04d1b9-1efd-4ad0-b656-c44f25da6c68,2021,4th Quarter (Oct 1 - Dec 31),"JACOBS SOLUTIONS, INC.","JACOBS SOLUTIONS, INC.",Clean Air and Water (quality),H.R. 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,issues_related_to; related_to,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...to public-private partnerships and the U.S. Army Corps of Engineers Issues related to the Environmental Protection Agency Superfund Program Issues related to PRECIP Act (H.R. 1437) Issues related to FLOODS Act (H.R. 1438) Issues related to PFAS and water Issues related to low-income water assistance (HR 3293),"Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/5b04d1b9-1efd-4ad0-b656-c44f25da6c68/print/; https://lda.gov/api/v1/filings/5b04d1b9-1efd-4ad0-b656-c44f25da6c68/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
12,6ddfb0b11d54dc9c,medium,yes,support_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,960cf49d-be39-4162-ad2a-0b1b1b3eaf96,2022,1st Quarter (Jan 1 - Mar 31),AMERICAN SOCIETY OF CIVIL ENGINEERS,AMERICAN SOCIETY OF CIVIL ENGINEERS,Science/Technology,H.R. 1437,exact_bill_text_with_explicit_support_signal,support_signal_needs_manual_confirmation,supporting,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"FLOODS Act (H.R. 1438) PRECIP Act (H.R. 1437) H.R.1319, American Rescue Plan Act of 2021 FY22 Appropriations (H.R. 2471) National Science Foundation for the Future Act HR 2225 H.R.144 - Supporting Early-Career Rese...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/960cf49d-be39-4162-ad2a-0b1b1b3eaf96/print/; https://lda.gov/api/v1/filings/960cf49d-be39-4162-ad2a-0b1b1b3eaf96/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
13,dc5af4f4098fe4a6,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,e0f7384d-1b04-40d4-a4f5-1c423a73814d,2022,1st Quarter (Jan 1 - Mar 31),"JACOBS SOLUTIONS, INC.","JACOBS SOLUTIONS, INC.",Clean Air and Water (quality),H.R. 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,issues_related_to; related_to,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...to public-private partnerships and the U.S. Army Corps of Engineers Issues related to the Environmental Protection Agency Superfund Program Issues related to PRECIP Act (H.R. 1437) Issues related to FLOODS Act (H.R. 1438) Issues related to PFAS and water Issues related to low-income water assistance (HR 3293),"Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/e0f7384d-1b04-40d4-a4f5-1c423a73814d/print/; https://lda.gov/api/v1/filings/e0f7384d-1b04-40d4-a4f5-1c423a73814d/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
14,e7495bc33725ca0e,medium,yes,support_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,63e9618e-31c8-4568-b223-4a1b74687b54,2022,2nd Quarter (Apr 1 - June 30),AMERICAN SOCIETY OF CIVIL ENGINEERS,AMERICAN SOCIETY OF CIVIL ENGINEERS,Science/Technology,H.R. 1437,exact_bill_text_with_explicit_support_signal,support_signal_needs_manual_confirmation,supporting,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"FLOODS Act (H.R. 1438) PRECIP Act (H.R. 1437) H.R.1319, American Rescue Plan Act of 2021 FY22 Appropriations (H.R. 2471) National Science Foundation for the Future Act HR 2225 H.R.144 - Supporting Early-Career Rese...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/63e9618e-31c8-4568-b223-4a1b74687b54/print/; https://lda.gov/api/v1/filings/63e9618e-31c8-4568-b223-4a1b74687b54/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
15,49898e796cc21344,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,303d30c6-11b5-4571-be41-d1271b3c06f8,2022,2nd Quarter (Apr 1 - June 30),"JACOBS SOLUTIONS, INC.","JACOBS SOLUTIONS, INC.",Clean Air and Water (quality),H.R. 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,issues_related_to; related_to,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...to public-private partnerships and the U.S. Army Corps of Engineers Issues related to the Environmental Protection Agency Superfund Program Issues related to PRECIP Act (H.R. 1437) Issues related to FLOODS Act (H.R. 1438) Issues related to PFAS and water Issues related to low-income water assistance (HR 3293),"Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/303d30c6-11b5-4571-be41-d1271b3c06f8/print/; https://lda.gov/api/v1/filings/303d30c6-11b5-4571-be41-d1271b3c06f8/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
16,31566125dda0323b,medium,yes,support_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,45fc5a4f-6d6e-4198-9877-2ce97a1d4462,2022,3rd Quarter (July 1 - Sep 30),AMERICAN SOCIETY OF CIVIL ENGINEERS,AMERICAN SOCIETY OF CIVIL ENGINEERS,Science/Technology,H.R. 1437,exact_bill_text_with_explicit_support_signal,support_signal_needs_manual_confirmation,supporting,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"FLOODS Act (H.R. 1438) PRECIP Act (H.R. 1437) H.R.1319, American Rescue Plan Act of 2021 FY22 Appropriations (H.R. 2471) National Science Foundation for the Future Act HR 2225 H.R.144 - Supporting Early-Career Rese...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/45fc5a4f-6d6e-4198-9877-2ce97a1d4462/print/; https://lda.gov/api/v1/filings/45fc5a4f-6d6e-4198-9877-2ce97a1d4462/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
17,fba7a2a0024743db,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,ad6a3565-6a47-4521-b3a6-8af40c780a9b,2022,3rd Quarter (July 1 - Sep 30),"JACOBS SOLUTIONS, INC.","JACOBS SOLUTIONS, INC.",Clean Air and Water (quality),H.R. 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,issues_related_to; related_to,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,...to public-private partnerships and the U.S. Army Corps of Engineers Issues related to the Environmental Protection Agency Superfund Program Issues related to PRECIP Act (H.R. 1437) Issues related to FLOODS Act (H.R. 1438) Issues related to PFAS and water Issues related to low-income water assistance (HR 3293),"Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/ad6a3565-6a47-4521-b3a6-8af40c780a9b/print/; https://lda.gov/api/v1/filings/ad6a3565-6a47-4521-b3a6-8af40c780a9b/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
18,d45f534f4b741642,medium,yes,support_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,ea132832-a96b-4284-8be6-8eaaaca1ec3b,2022,4th Quarter (Oct 1 - Dec 31),AMERICAN SOCIETY OF CIVIL ENGINEERS,AMERICAN SOCIETY OF CIVIL ENGINEERS,Science/Technology,H.R. 1437,exact_bill_text_with_explicit_support_signal,support_signal_needs_manual_confirmation,supporting,none_detected,none_detected,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"FLOODS Act (H.R. 1438) PRECIP Act (H.R. 1437) H.R.1319, American Rescue Plan Act of 2021 FY22 Appropriations (H.R. 2471) National Science Foundation for the Future Act HR 2225 H.R.144 - Supporting Early-Career Rese...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/ea132832-a96b-4284-8be6-8eaaaca1ec3b/print/; https://lda.gov/api/v1/filings/ea132832-a96b-4284-8be6-8eaaaca1ec3b/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
19,a301fd7d7fea1113,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,1a10843f-1fac-4f5a-a479-ed5ff0544a37,2022,4th Quarter (Oct 1 - Dec 31),ASSURANT INC,"ASSURANT, INC.",Insurance,H.R. 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,issues_related_to; related_to,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,Issues related to the reauthorization of the National Flood Insurance Program are H.R. 8036; H.R.4373; H.R. 1437; HR 2617,"Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/1a10843f-1fac-4f5a-a479-ed5ff0544a37/print/; https://lda.gov/api/v1/filings/1a10843f-1fac-4f5a-a479-ed5ff0544a37/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
20,0f37a2b410805f4d,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,a5a7b87b-c5bc-44e3-a13c-79de99af732c,2022,4th Quarter (Oct 1 - Dec 31),EMERGENT BIOSOLUTIONS INC.,"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",Budget/Appropriations,HR 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,related_to,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"NDAA for Fiscal Year 2023 - provisions related to biological and chemical defense and access to naloxone HR 2617 - Consolidated Appropriations Act, 2023 (Omnibus) HR 1437 - Further Continuing Appropriations and Extensions Act State Opioid Response (SOR) Grants funding H.R. 2379 - The State Opioid Response Grant Authorization Act of 2021 S...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/a5a7b87b-c5bc-44e3-a13c-79de99af732c/print/; https://lda.gov/api/v1/filings/a5a7b87b-c5bc-44e3-a13c-79de99af732c/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
21,4cf9ec04bc05dcdd,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,a5a7b87b-c5bc-44e3-a13c-79de99af732c,2022,4th Quarter (Oct 1 - Dec 31),EMERGENT BIOSOLUTIONS INC.,"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",Homeland Security,HR 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,related_to,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"NDAA for Fiscal Year 2023 - provisions related to biological and chemical defense and access to naloxone HR 2617 - Consolidated Appropriations Act, 2023 (Omnibus) HR 1437 - Further Continuing Appropriations and Extensions Act State Opioid Response (SOR) Grants funding H.R. 2379 - The State Opioid Response Grant Authorization Act of 2021 S...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/a5a7b87b-c5bc-44e3-a13c-79de99af732c/print/; https://lda.gov/api/v1/filings/a5a7b87b-c5bc-44e3-a13c-79de99af732c/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
22,baad12bb46559bbb,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,a5a7b87b-c5bc-44e3-a13c-79de99af732c,2022,4th Quarter (Oct 1 - Dec 31),EMERGENT BIOSOLUTIONS INC.,"NAVIGATORS GLOBAL LLC (FORMERLY DC NAVIGATORS, LLC)",Disaster Planning/Emergencies,HR 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,related_to,house_and_senate_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"NDAA for Fiscal Year 2023 - provisions related to biological and chemical defense and access to naloxone HR 2617 - Consolidated Appropriations Act, 2023 (Omnibus) HR 1437 - Further Continuing Appropriations and Extensions Act State Opioid Response (SOR) Grants funding H.R. 2379 - The State Opioid Response Grant Authorization Act of 2021 S...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/a5a7b87b-c5bc-44e3-a13c-79de99af732c/print/; https://lda.gov/api/v1/filings/a5a7b87b-c5bc-44e3-a13c-79de99af732c/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
23,e4a72f8667ecf9d0,medium,yes,position_or_activity_signal,117-hr-1437,117-229,Economics and Public Finance,S001207,1,1,1,820e47b3-ed38-4149-a341-b3f7a01a904b,2022,4th Quarter (Oct 1 - Dec 31),EMERGENT BIOSOLUTIONS INC.,"ERVIN GRAVES STRATEGY GROUP, LLC",Disaster Planning/Emergencies,HR 1437,exact_bill_text_with_position_or_activity_signal,position_or_activity_signal_needs_manual_confirmation,none_detected,none_detected,related_to,house_senate_and_agency_entities_disclosed,not_detected_in_activity_text,chamber_entity_context_only_no_specific_target_detected,"NDAA for Fiscal Year 2023 - provisions related to biological and chemical defense and access to naloxone; HR 2617 - Consolidated Appropriations Act, 2023 (Omnibus); HR 1437 - Further Continuing Appropriations and Extensions Act; Opioid and heroin addiction legislation, naloxone access and awareness and opioid prescribing guidelines; Issues...","Manually confirm direction/position and check whether the filing names a target, member, or committee rather than only a chamber/entity.",official_lda_filing_text_bill_identifier; official_lda_activity_text_source_review; deterministic_activity_text_position_signal; disposition_target_review_queue; congressgov_bill_action_metadata_context,manual_disposition_confirmation; sponsor_or_member_target; committee_action_influence; roll_call_influence; legislative_outcome_causality; public_benefit_or_welfare_validation; causal_capture_validation; model_validation,https://lda.gov/filings/public/filing/820e47b3-ed38-4149-a341-b3f7a01a904b/print/; https://lda.gov/api/v1/filings/820e47b3-ed38-4149-a341-b3f7a01a904b/; https://www.congress.gov/bill/117th-congress/hr-bill/1437; https://api.congress.gov/v3/bill/117/hr/1437,"LDA disposition/target source-review queue only; deterministic text signals and possible target references are not manual disposition confirmation, sponsor/member targeting evidence, committee-action influence, roll-call influence, legislative-outcome causality, public benefit, welfare, causal capture, or model validation."
